Location_ID,Distance,Priority
L30895,0.07,High
L30896,0.18,High
L30897,0.01,High
L30898,0.1,High
L30899,0.03,Medium
L30900,0.18,High
L30901,0.1,Low
L30902,0.07,High
L30903,0.13,Medium
L30904,0.06,High
L30905,0.04,High
L30906,0.03,High
L30907,0.18,High
L30908,0.1,High
L30909,0.01,High
L30910,0.1,High
L30911,0.01,High
L30912,0.18,Low
L30913,0.06,Medium
L30914,0.06,High
L30915,0.04,High
L30916,0.16,High
L30917,0.08,High
L30918,0.06,High
L30919,0.18,High
L30920,0.07,High
L30921,0.08,High
L30922,0.07,High
L30923,0.08,High
L30924,0.16,Low
L30925,0.11,Medium
L30926,0.06,High
L30927,0.07,Medium
L30928,0.13,High
L30929,0.01,High
L30930,0.07,High
L30931,0.03,High
L30932,0.11,High
L30933,0.01,Medium
L30934,0.03,Medium
L30935,0.04,High
L30936,0.1,High
L30937,0.13,Medium
L30938,0.06,High
L30939,0.06,High
L30940,0.01,High
L30941,0.03,High
L30942,0.07,High
L30943,0.1,High
L30944,0.06,High
L30945,0.03,High
L30946,0.13,Medium
L30947,0.11,High
L30948,0.18,Low
L30949,0.1,High
L30950,0.03,Medium
L30951,0.04,High
L30952,0.01,High
L30953,0.11,High
L30954,0.13,High
L30955,0.07,Medium
L30956,0.06,Low
L30957,0.01,High
L30958,0.1,High
L30959,0.07,High
L30960,0.03,High
L30961,0.03,High
L30962,0.18,High
L30963,0.06,High
L30964,0.13,High
L30965,0.07,High
L30966,0.07,High
L30967,0.16,Low
L30968,0.01,High
L30969,0.07,High
L30970,0.07,High
L30971,0.07,High
L30972,0.07,Medium
L30973,0.2,High
L30974,0.13,Low
L30975,0.06,High
L30976,0.01,High
L30977,0.06,Medium
L30978,0.11,High
L30979,0.18,High
L30980,0.04,High
L30981,0.18,Medium
L30982,0.07,High
L30983,0.1,High
L30984,169.24,High
L30985,0.08,Medium
L30986,0.04,High
L30987,0.04,High
L30988,0.06,Medium
L30989,0.03,High
L30990,0.13,High
L30991,0.01,High
L30992,0.07,High
L30993,0.01,High
L30994,0.07,High
L30995,0.06,High
L30996,0.08,High
L30997,0.18,High
L30998,0.06,High
L30999,0.03,High
L31000,0.07,High
L31001,0.16,Medium
L31002,0.13,High
L31003,0.04,High
L31004,0.03,High
L31005,0.07,High
L31006,0.01,High
L31007,0.1,High
L31008,0.06,High
L31009,0.18,High
L31010,0.13,High
L31011,0.1,High
L31012,0.01,Medium
L31013,0.03,Medium
L31014,0.16,High
L31015,0.13,High
L31016,0.16,High
L31017,0.07,High
L31018,0.06,High
L31019,0.01,High
L31020,0.13,High
L31021,0.1,Medium
L31022,0.06,High
L31023,0.06,Medium
L31024,0.03,Medium
L31025,0.03,High
L31026,0.07,Medium
L31027,0.13,High
L31028,0.13,High
L31029,0.08,High
L31030,0.03,Medium
L31031,0.2,High
L31032,0.18,High
L31033,0.11,Medium
L31034,0.1,High
L31035,0.07,High
L31036,0.16,High
L31037,0.08,High
L31038,0.06,High
L31039,0.06,High
L31040,0.1,High
L31041,0.18,High
L31042,0.04,High
L31043,0.07,Medium
L31044,0.04,High
L31045,0.16,High
L31046,0.08,High
L31047,0.03,High
L31048,0.13,High
L31049,0.11,Low
L31050,0.11,Medium
L31051,0.04,Medium
L31052,0.04,Medium
L31053,0.18,Medium
L31054,0.06,High
L31055,0.16,High
L31056,0.11,High
L31057,0.04,Medium
L31058,0.13,High
L31059,0.18,High
L31060,0.13,High
L31061,0.16,High
L31062,0.06,High
L31063,0.01,High
L31064,0.1,Medium
L31065,0.01,High
L31066,0.11,Low
L31067,0.06,High
L31068,0.06,High
L31069,0.08,Medium
L31070,0.03,High
L31071,0.13,High
L31072,0.04,High
L31073,0.06,High
L31074,0.01,Medium
L31075,0.1,Medium
L31076,0.13,High
L31077,0.03,Medium
L31078,0.06,Medium
L31079,0.03,High
L31080,0.03,High
L31081,0.04,Medium
L31082,0.13,High
L31083,0.18,High
L31084,0.04,Medium
L31085,0.07,High
L31086,0.07,Medium
L31087,0.06,High
L31088,0.16,High
L31089,0.08,High
L31090,0.11,High
L31091,0.13,High
L31092,0.08,High
L31093,0.08,High
L31094,0.01,High
L31095,0.06,High
L31096,0.1,High
L31097,0.08,High
L31098,0.07,Low
L31099,0.13,High
L31100,0.04,Medium
L31101,0.16,High
L31102,0.11,High
L31103,0.03,High
L31104,0.08,High
L31105,0.13,High
L31106,0.11,Low
L31107,0.06,High
L31108,0.06,Medium
L31109,0.16,Medium
L31110,0.03,High
L31111,0.03,High
L31112,0.13,High
L31113,0.13,High
L31114,0.04,High
L31115,0.16,High
L31116,0.08,High
L31117,0.08,High
L31118,0.01,High
L31119,0.06,High
L31120,0.08,High
L31121,0.08,High
L31122,0.04,High
L31123,0.04,High
L31124,0.07,High
L31125,0.16,High
L31126,0.1,High
L31127,0.08,High
L31128,0.01,High
L31129,0.03,High
L31130,0.07,High
L31131,0.07,High
L31132,0.04,High
L31133,0.08,High
L31134,0.08,High
L31135,0.07,Medium
L31136,0.04,High
L31137,0.03,High
L31138,0.01,High
L31139,0.11,Medium
L31140,0.07,Medium
L31141,0.11,High
L31142,0.1,High
L31143,0.18,High
L31144,0.13,High
L31145,0.08,High
L31146,0.01,High
L31147,0.01,High
L31148,0.08,High
L31149,0.08,Medium
L31150,0.07,High
L31151,0.04,High
L31152,0.18,High
L31153,0.13,High
L31154,0.18,High
L31155,0.08,High
L31156,0.01,Medium
L31157,0.18,High
L31158,0.01,High
L31159,0.04,High
L31160,0.13,High
L31161,0.04,High
L31162,0.1,High
L31163,0.01,High
L31164,0.04,High
L31165,0.1,Low
L31166,0.07,High
L31167,0.13,Low
L31168,0.18,High
L31169,0.1,High
L31170,0.07,High
L31171,0.03,High
L31172,0.07,High
L31173,0.07,High
L31174,0.06,High
L31175,0.11,High
L31176,0.11,High
L31177,0.16,High
L31178,0.04,High
L31179,0.03,High
L31180,0.01,High
L31181,0.08,High
L31182,0.08,High
L31183,0.16,High
L31184,0.13,High
L31185,0.07,High
L31186,0.06,High
L31187,0.13,High
L31188,0.04,High
L31189,0.1,Medium
L31190,0.07,Medium
L31191,0.1,High
L31192,0.04,High
L31193,0.06,High
L31194,0.04,High
L31195,0.06,High
L31196,0.06,High
L31197,0.18,Medium
L31198,0.04,High
L31199,0.03,High
L31200,0.01,High
L31201,0.04,High
L31202,0.18,High
L31203,0.13,High
L31204,0.03,High
L31205,0.03,High
L31206,0.18,High
L31207,0.07,Medium
L31208,0.13,High
L31209,0.18,High
L31210,0.01,Medium
L31211,0.18,High
L31212,0.03,Medium
L31213,0.13,Low
L31214,0.01,High
L31215,0.03,High
L31216,0.1,High
L31217,0.11,Medium
L31218,0.11,High
L31219,0.03,High
L31220,0.04,High
L31221,0.01,High
L31222,0.04,High
L31223,0.11,Low
L31224,0.16,Medium
L31225,0.06,High
L31226,0.06,High
L31227,0.13,Medium
L31228,0.13,High
L31229,0.08,High
L31230,0.16,Medium
L31231,0.13,High
L31232,0.16,High
L31233,0.03,High
L31234,0.11,Medium
L31235,0.01,Medium
L31236,0.1,High
L31237,0.1,Medium
L31238,0.18,High
L31239,0.11,High
L31240,0.01,Medium
L31241,0.18,High
L31242,0.03,High
L31243,0.18,High
L31244,0.01,High
L31245,0.1,Medium
L31246,0.1,Low
L31247,0.1,High
L31248,0.16,High
L31249,0.11,High
L31250,0.04,Medium
L31251,0.03,High
L31252,0.07,Medium
L31253,0.03,High
L31254,0.11,High
L31255,0.1,High
L31256,0.06,High
L31257,0.04,High
L31258,0.03,High
L31259,0.07,High
L31260,0.04,High
L31261,0.07,High
L31262,0.16,Low
L31263,0.08,High
L31264,0.08,High
L31265,0.03,High
L31266,0.07,High
L31267,0.07,High
L31268,0.1,High
L31269,0.16,High
L31270,0.04,High
L31271,0.13,High
L31272,0.11,High
L31273,0.18,High
L31274,0.16,High
L31275,0.16,High
L31276,0.16,High
L31277,0.06,High
L31278,0.08,High
L31279,0.01,Medium
L31280,0.06,High
L31281,0.07,High
L31282,0.11,Medium
L31283,0.03,High
L31284,0.08,High
L31285,0.01,High
L31286,0.07,High
L31287,0.18,High
L31288,0.13,High
L31289,0.06,High
L31290,0.18,High
L31291,0.06,High
L31292,0.01,High
L31293,0.1,High
L31294,0.03,High
L31295,0.18,High
L31296,0.07,High
L31297,0.06,High
L31298,0.03,High
L31299,0.04,High
L31300,0.06,High
L31301,0.07,Medium
L31302,0.13,High
L31303,0.04,High
L31304,0.1,High
L31305,0.06,Medium
L31306,0.11,High
L31307,0.11,High
L31308,0.01,Medium
L31309,0.04,High
L31310,0.16,High
L31311,0.01,High
L31312,0.08,High
L31313,0.03,Medium
L31314,0.08,High
L31315,0.01,High
L31316,0.1,High
L31317,0.18,High
L31318,0.16,Medium
L31319,0.18,Medium
L31320,0.16,High
L31321,0.06,High
L31322,0.03,High
L31323,0.13,High
L31324,0.18,Medium
L31325,0.04,High
L31326,0.13,High
L31327,0.1,High
L31328,0.03,High
L31329,0.04,High
L31330,0.11,High
L31331,0.18,High
L31332,0.03,High
L31333,0.03,High
L31334,0.03,High
L31335,0.18,High
L31336,0.04,High
L31337,0.08,High
L31338,0.11,High
L31339,0.16,Low
L31340,0.04,High
L31341,0.06,High
L31342,45.17,High
L31343,0.11,Medium
L31344,0.07,High
L31345,0.16,High
L31346,0.11,High
L31347,0.07,High
L31348,0.03,High
L31349,0.03,High
L31350,0.1,Low
L31351,0.16,High
L31352,0.04,High
L31353,0.13,High
L31354,0.08,High
L31355,0.01,High
L31356,0.04,High
L31357,0.03,High
L31358,0.18,Medium
L31359,0.18,Medium
L31360,0.04,High
L31361,0.01,High
L31362,0.13,High
L31363,0.11,Medium
L31364,0.18,High
L31365,0.07,High
L31366,0.16,High
L31367,0.04,High
L31368,0.18,High
L31369,0.07,Medium
L31370,0.08,High
L31371,0.16,High
L31372,0.01,High
L31373,0.03,High
L31374,0.03,High
L31375,0.16,High
L31376,0.08,High
L31377,0.11,Medium
L31378,0.18,High
L31379,0.07,High
L31380,0.07,Medium
L31381,0.04,High
L31382,0.03,High
L31383,0.08,High
L31384,0.03,Medium
L31385,0.07,High
L31386,0.06,High
L31387,0.07,High
L31388,0.06,High
L31389,0.06,High
L31390,0.07,High
L31391,0.2,Medium
L31392,0.18,High
L31393,0.07,High
L31394,0.18,High
L31395,0.16,High
L31396,0.03,High
L31397,0.01,High
L31398,0.06,High
L31399,0.03,High
L31400,0.01,High
L31401,0.08,Medium
L31402,0.06,High
L31403,0.03,High
L31404,0.11,High
L31405,0.11,High
L31406,0.03,High
L31407,0.18,High
L31408,0.01,High
L31409,0.1,High
L31410,0.16,Medium
L31411,0.18,High
L31412,0.01,High
L31413,0.16,High
L31414,0.16,High
L31415,0.01,High
L31416,0.13,Low
L31417,0.13,Medium
L31418,0.11,High
L31419,0.07,High
L31420,0.11,High
L31421,0.04,High
L31422,0.06,High
L31423,0.07,High
L31424,0.11,High
L31425,0.06,High
L31426,0.11,Low
L31427,0.1,High
L31428,0.1,High
L31429,0.08,High
L31430,0.11,High
L31431,0.08,High
L31432,0.06,High
L31433,0.04,High
L31434,0.01,High
L31435,0.1,High
L31436,0.08,Medium
L31437,0.16,High
L31438,0.07,High
L31439,0.16,High
L31440,0.01,High
L31441,0.07,High
L31442,0.07,High
L31443,0.08,Medium
L31444,0.06,High
L31445,0.08,High
L31446,0.13,High
L31447,0.11,High
L31448,0.06,High
L31449,0.04,High
L31450,0.13,High
L31451,0.11,High
L31452,0.13,High
L31453,0.1,High
L31454,0.04,High
L31455,0.06,High
L31456,0.03,High
L31457,0.18,High
L31458,0.01,High
L31459,0.11,Low
L31460,0.01,High
L31461,0.04,High
L31462,0.13,High
L31463,0.13,High
L31464,0.04,High
L31465,0.18,High
L31466,0.07,High
L31467,0.08,High
L31468,0.11,Low
L31469,0.07,High
L31470,0.2,High
L31471,0.18,High
L31472,0.01,High
L31473,0.01,High
L31474,0.08,High
L31475,0.01,High
L31476,0.01,High
L31477,0.18,High
L31478,0.16,Medium
L31479,0.11,High
L31480,0.18,High
L31481,0.01,High
L31482,0.11,High
L31483,0.03,High
L31484,0.04,High
L31485,0.01,High
L31486,0.18,High
L31487,0.03,High
L31488,0.13,High
L31489,0.06,High
L31490,0.1,High
L31491,0.04,High
L31492,0.03,High
L31493,0.13,High
L31494,0.16,High
L31495,0.2,Medium
L31496,0.03,High
L31497,0.13,High
L31498,0.13,High
L31499,0.13,High
L31500,0.2,High
L31501,0.06,High
L31502,0.08,High
L31503,0.13,High
L31504,0.18,High
L31505,0.11,High
L31506,0.11,High
L31507,0.04,High
L31508,0.13,High
L31509,0.03,Medium
L31510,0.01,High
L31511,0.08,High
L31512,0.08,High
L31513,0.13,High
L31514,0.07,High
L31515,0.1,High
L31516,0.01,High
L31517,0.11,High
L31518,0.08,High
L31519,0.03,High
L31520,0.04,High
L31521,0.16,Medium
L31522,0.07,High
L31523,0.13,High
L31524,0.11,High
L31525,0.06,High
L31526,0.16,Low
L31527,0.11,Medium
L31528,0.06,High
L31529,0.03,High
L31530,0.13,High
L31531,0.11,Low
L31532,39.88,High
L31533,0.07,High
L31534,0.07,Medium
L31535,0.1,High
L31536,0.1,Medium
L31537,0.08,High
L31538,0.16,High
L31539,0.06,High
L31540,0.08,High
L31541,0.11,Medium
L31542,0.16,High
L31543,0.01,High
L31544,0.07,High
L31545,0.13,High
L31546,0.01,Medium
L31547,0.06,High
L31548,0.04,High
L31549,0.13,High
L31550,0.07,High
L31551,0.13,High
L31552,0.1,High
L31553,0.11,High
L31554,0.04,High
L31555,0.04,Medium
L31556,0.01,High
L31557,0.07,High
L31558,0.06,High
L31559,0.04,High
L31560,0.08,High
L31561,0.1,High
L31562,0.06,High
L31563,0.16,High
L31564,0.18,High
L31565,0.06,High
L31566,0.1,High
L31567,0.11,High
L31568,0.01,High
L31569,0.01,High
L31570,0.16,High
L31571,0.06,High
L31572,0.03,Medium
L31573,0.13,High
L31574,0.13,High
L31575,0.04,High
L31576,0.13,Medium
L31577,0.13,High
L31578,0.18,High
L31579,0.08,Medium
L31580,0.13,Medium
L31581,0.11,High
L31582,0.03,High
L31583,0.03,High
L31584,0.06,High
L31585,0.07,High
L31586,0.2,Low
L31587,0.04,High
L31588,0.04,High
L31589,0.06,High
L31590,0.07,High
L31591,0.04,High
L31592,0.04,High
L31593,0.04,High
L31594,0.08,High
L31595,0.08,High
L31596,0.07,Medium
L31597,0.01,High
L31598,0.08,High
L31599,0.13,High
L31600,0.18,High
L31601,0.06,High
L31602,0.03,High
L31603,0.08,High
L31604,0.1,High
L31605,0.1,High
L31606,0.13,High
L31607,0.18,Medium
L31608,0.18,Medium
L31609,0.2,Low
L31610,0.03,High
L31611,0.03,High
L31612,0.06,Medium
L31613,0.18,Medium
L31614,0.03,High
L31615,0.03,High
L31616,0.03,Medium
L31617,0.01,High
L31618,0.04,High
L31619,0.07,High
L31620,0.03,High
L31621,0.1,Low
L31622,0.13,High
L31623,0.06,High
L31624,0.04,High
L31625,0.06,High
L31626,0.18,High
L31627,0.11,Low
L31628,0.18,High
L31629,0.2,High
L31630,0.08,High
L31631,0.01,High
L31632,0.06,High
L31633,0.03,High
L31634,0.07,High
L31635,0.01,High
L31636,0.06,Medium
L31637,0.1,High
L31638,0.03,High
L31639,0.04,High
L31640,0.08,High
L31641,0.18,Medium
L31642,0.08,High
L31643,0.07,High
L31644,0.01,High
L31645,0.07,High
L31646,0.16,High
L31647,0.03,Medium
L31648,0.06,High
L31649,0.11,Medium
L31650,0.11,High
L31651,0.18,Medium
L31652,0.18,High
L31653,0.06,High
L31654,0.1,High
L31655,0.18,High
L31656,0.16,High
L31657,0.07,Medium
L31658,0.13,High
L31659,0.16,High
L31660,0.04,High
L31661,0.1,High
L31662,0.04,High
L31663,0.16,Medium
L31664,0.13,High
L31665,0.18,High
L31666,0.13,Medium
L31667,0.1,High
L31668,0.06,High
L31669,0.03,High
L31670,0.08,High
L31671,0.01,Medium
L31672,0.06,Medium
L31673,0.16,High
L31674,0.01,Medium
L31675,0.06,High
L31676,0.03,High
L31677,0.1,High
L31678,0.18,High
L31679,0.06,High
L31680,0.04,High
L31681,0.11,Low
L31682,0.03,High
L31683,0.08,High
L31684,0.04,High
L31685,0.1,High
L31686,0.18,High
L31687,0.04,Medium
L31688,0.08,High
L31689,0.07,High
L31690,0.08,High
L31691,0.04,High
L31692,0.18,High
L31693,0.01,High
L31694,0.01,High
L31695,0.13,High
L31696,0.03,High
L31697,0.07,High
L31698,0.07,High
L31699,0.16,Medium
L31700,0.08,High
L31701,0.16,Medium
L31702,0.01,Medium
L31703,0.07,High
L31704,0.04,High
L31705,0.08,High
L31706,0.1,Low
L31707,0.16,High
L31708,0.18,High
L31709,0.03,Medium
L31710,0.18,High
L31711,0.04,High
L31712,0.04,High
L31713,0.11,Medium
L31714,0.18,High
L31715,0.16,High
L31716,0.18,High
L31717,0.06,Medium
L31718,0.18,High
L31719,0.1,High
L31720,0.03,High
L31721,0.01,High
L31722,0.07,Medium
L31723,0.1,High
L31724,0.06,Medium
L31725,0.06,High
L31726,45.2,High
L31727,0.18,High
L31728,0.1,Medium
L31729,0.04,High
L31730,0.04,High
L31731,0.07,High
L31732,0.13,High
L31733,0.08,Medium
L31734,0.04,High
L31735,46.52,High
L31736,0.01,High
L31737,0.07,Medium
L31738,0.06,High
L31739,0.11,Low
L31740,0.13,High
L31741,0.07,High
L31742,0.16,High
L31743,0.1,High
L31744,0.08,High
L31745,0.06,High
L31746,0.11,Medium
L31747,0.04,High
L31748,0.08,High
L31749,0.01,Medium
L31750,0.07,Medium
L31751,0.03,High
L31752,0.16,High
L31753,0.01,High
L31754,0.16,High
L31755,0.08,High
L31756,0.11,High
L31757,0.08,High
L31758,0.04,Medium
L31759,0.06,High
L31760,0.04,High
L31761,0.2,High
L31762,0.08,High
L31763,0.13,High
L31764,0.16,High
L31765,0.1,High
L31766,0.1,High
L31767,0.16,High
L31768,0.16,High
L31769,0.1,High
L31770,0.18,Low
L31771,0.07,High
L31772,0.04,High
L31773,0.01,High
L31774,0.06,High
L31775,0.18,High
L31776,0.03,High
L31777,0.11,High
L31778,0.13,Low
L31779,0.06,High
L31780,0.1,Medium
L31781,0.18,High
L31782,0.16,High
L31783,0.01,High
L31784,0.18,High
L31785,0.04,Medium
L31786,0.07,High
L31787,0.07,High
L31788,0.03,High
L31789,0.1,High
L31790,0.07,High
L31791,0.06,High
L31792,0.04,Medium
L31793,0.07,High
L31794,0.04,High
L31795,0.01,Medium
L31796,0.01,High
L31797,0.08,High
L31798,0.16,High
L31799,0.06,High
L31800,0.07,High
L31801,0.11,Medium
L31802,0.18,Medium
L31803,0.01,Medium
L31804,0.11,High
L31805,0.08,Medium
L31806,0.11,High
L31807,0.07,High
L31808,0.01,High
L31809,0.1,Medium
L31810,0.04,Medium
L31811,0.13,High
L31812,0.13,Medium
L31813,0.2,High
L31814,0.08,High
L31815,0.11,High
L31816,0.13,High
L31817,0.16,High
L31818,0.04,High
L31819,0.16,High
L31820,0.04,High
L31821,0.01,High
L31822,26.2,Low
L31823,0.01,Medium
L31824,0.13,High
L31825,0.16,High
L31826,0.08,High
L31827,0.08,High
L31828,0.03,High
L31829,0.07,High
L31830,0.03,High
L31831,0.06,Medium
L31832,0.01,High
L31833,0.18,High
L31834,0.01,Medium
L31835,0.11,High
L31836,0.06,Medium
L31837,0.04,Medium
L31838,0.13,High
L31839,0.16,High
L31840,0.13,High
L31841,0.03,High
L31842,0.16,High
L31843,0.08,High
L31844,0.07,High
L31845,0.18,High
L31846,0.1,High
L31847,0.03,High
L31848,0.04,High
L31849,0.08,High
L31850,0.1,High
L31851,0.01,High
L31852,0.13,High
L31853,0.1,High
L31854,0.11,High
L31855,0.1,Medium
L31856,0.1,Low
L31857,0.11,Medium
L31858,0.13,High
L31859,0.11,Medium
L31860,0.06,High
L31861,0.08,High
L31862,0.2,High
L31863,0.01,High
L31864,0.07,High
L31865,0.04,High
L31866,0.06,High
L31867,0.16,High
L31868,0.18,High
L31869,0.01,Medium
L31870,0.07,High
L31871,0.01,High
L31872,0.11,High
L31873,0.06,Medium
L31874,0.18,High
L31875,0.16,High
L31876,0.11,High
L31877,0.07,High
L31878,0.16,High
L31879,0.1,High
L31880,0.06,High
L31881,0.16,High
L31882,0.07,Medium
L31883,0.01,Medium
L31884,0.08,High
L31885,0.03,High
L31886,0.13,Medium
L31887,0.08,High
L31888,0.06,High
L31889,0.11,Medium
L31890,0.11,Medium
L31891,0.13,Medium
L31892,0.08,High
L31893,0.04,Medium
L31894,0.01,High
L31895,0.18,Medium
L31896,0.07,High
L31897,0.13,High
L31898,0.07,High
L31899,0.16,High
L31900,0.08,High
L31901,0.13,High
L31902,0.11,Low
L31903,0.11,High
L31904,0.07,High
L31905,0.03,High
L31906,0.13,Medium
L31907,0.16,High
L31908,0.16,Low
L31909,0.01,High
L31910,0.13,Medium
L31911,0.1,High
L31912,0.06,Medium
L31913,0.04,High
L31914,0.1,High
L31915,0.11,High
L31916,0.11,Medium
L31917,0.07,Medium
L31918,0.16,High
L31919,0.01,High
L31920,0.16,High
L31921,0.07,High
L31922,0.18,High
L31923,0.07,High
L31924,0.13,High
L31925,0.18,High
L31926,0.03,High
L31927,0.16,High
L31928,0.11,High
L31929,0.08,Medium
L31930,0.07,High
L31931,0.13,High
L31932,0.06,High
L31933,0.18,High
L31934,0.01,High
L31935,0.07,High
L31936,0.04,High
L31937,0.06,High
L31938,0.18,Medium
L31939,0.18,High
L31940,0.16,High
L31941,0.11,High
L31942,0.04,High
L31943,0.18,High
L31944,0.03,High
L31945,0.18,Medium
L31946,0.1,High
L31947,0.1,High
L31948,0.18,High
L31949,0.04,High
L31950,0.08,High
L31951,0.18,High
L31952,0.1,High
L31953,0.07,High
L31954,0.11,High
L31955,0.04,High
L31956,0.04,High
L31957,0.01,High
L31958,0.1,High
L31959,0.01,High
L31960,0.18,High
L31961,0.11,High
L31962,0.1,High
L31963,0.06,High
L31964,0.11,High
L31965,0.01,High
L31966,0.11,High
L31967,0.18,High
L31968,0.18,High
L31969,0.18,High
L31970,0.03,High
L31971,0.11,Low
L31972,0.01,Medium
L31973,0.01,High
L31974,0.11,High
L31975,0.13,High
L31976,0.16,Medium
L31977,0.11,High
L31978,0.18,High
L31979,0.11,High
L31980,0.03,High
L31981,0.08,High
L31982,0.08,High
L31983,0.03,High
L31984,0.13,High
L31985,0.13,High
L31986,0.11,Low
L31987,0.07,High
L31988,0.11,High
L31989,0.16,High
L31990,0.11,Medium
L31991,0.18,High
L31992,0.16,Medium
L31993,0.11,High
L31994,0.03,High
L31995,0.16,High
L31996,0.13,High
L31997,0.16,Medium
L31998,0.1,High
L31999,0.01,High
L32000,0.06,High
L32001,0.07,High
L32002,0.1,High
L32003,0.04,High
L32004,0.03,High
L32005,0.1,High
L32006,0.13,Medium
L32007,0.07,High
L32008,0.08,High
L32009,0.01,High
L32010,0.13,High
L32011,0.18,High
L32012,0.06,High
L32013,0.16,High
L32014,0.01,High
L32015,0.1,Low
L32016,0.11,High
L32017,0.13,Medium
L32018,0.18,High
L32019,0.01,High
L32020,0.03,High
L32021,0.08,Medium
L32022,0.18,High
L32023,0.06,High
L32024,0.18,Low
L32025,0.18,High
L32026,0.04,High
L32027,0.16,High
L32028,0.06,High
L32029,0.08,High
L32030,0.13,High
L32031,0.11,High
L32032,0.01,High
L32033,0.08,High
L32034,0.06,High
L32035,0.18,Medium
L32036,0.04,High
L32037,0.18,High
L32038,0.16,High
L32039,0.06,High
L32040,0.08,High
L32041,0.13,High
L32042,0.08,High
L32043,0.04,Medium
L32044,0.13,Medium
L32045,0.04,Medium
L32046,0.04,High
L32047,0.18,High
L32048,0.11,High
L32049,0.1,High
L32050,0.11,Medium
L32051,0.04,High
L32052,0.04,High
L32053,0.04,High
L32054,0.04,High
L32055,0.18,High
L32056,0.11,High
L32057,0.1,High
L32058,0.18,High
L32059,0.13,Medium
L32060,0.16,High
L32061,0.06,High
L32062,0.13,Low
L32063,0.01,High
L32064,0.11,High
L32065,0.01,High
L32066,0.18,High
L32067,0.06,High
L32068,0.07,High
L32069,0.18,High
L32070,0.13,High
L32071,0.07,High
L32072,0.08,High
L32073,0.11,High
L32074,0.1,High
L32075,0.01,High
L32076,0.1,High
L32077,0.2,High
L32078,0.13,High
L32079,0.04,High
L32080,0.04,High
L32081,0.08,High
L32082,0.07,High
L32083,0.03,High
L32084,0.13,High
L32085,0.18,Low
L32086,0.04,Medium
L32087,0.16,High
L32088,0.13,Low
L32089,0.07,High
L32090,0.16,High
L32091,0.03,High
L32092,0.1,High
L32093,0.16,Medium
L32094,0.11,Medium
L32095,0.16,Medium
L32096,0.18,High
L32097,0.07,Medium
L32098,0.11,High
L32099,0.04,High
L32100,0.07,High
L32101,0.01,High
L32102,0.1,Medium
L32103,0.07,High
L32104,0.13,Low
L32105,0.03,High
L32106,0.1,Medium
L32107,0.16,Medium
L32108,0.11,High
L32109,0.11,High
L32110,0.01,Medium
L32111,0.04,High
L32112,0.11,Medium
L32113,0.16,High
L32114,0.08,Medium
L32115,0.01,High
L32116,0.01,High
L32117,0.01,High
L32118,0.1,High
L32119,0.07,High
L32120,0.1,Medium
L32121,0.16,High
L32122,0.06,High
L32123,0.06,Medium
L32124,0.08,High
L32125,0.18,High
L32126,0.18,High
L32127,0.16,Medium
L32128,0.03,Medium
L32129,0.16,High
L32130,0.1,High
L32131,0.08,Medium
L32132,0.04,High
L32133,0.03,High
L32134,0.18,Low
L32135,0.18,Medium
L32136,0.18,High
L32137,0.01,High
L32138,0.18,High
L32139,0.08,High
L32140,182.55,High
L32141,0.04,High
L32142,0.18,High
L32143,0.03,Medium
L32144,0.07,High
L32145,0.1,High
L32146,0.01,High
L32147,0.1,High
L32148,0.03,High
L32149,0.1,High
L32150,0.1,High
L32151,0.16,High
L32152,0.11,High
L32153,0.06,High
L32154,0.18,High
L32155,0.04,High
L32156,0.18,High
L32157,0.03,High
L32158,0.04,High
L32159,0.07,High
L32160,53.08,High
L32161,0.08,High
L32162,0.16,Medium
L32163,0.13,High
L32164,0.1,Medium
L32165,0.01,High
L32166,0.04,Medium
L32167,0.18,High
L32168,0.07,High
L32169,0.04,High
L32170,0.08,High
L32171,0.18,High
L32172,0.07,High
L32173,0.03,High
L32174,0.08,High
L32175,0.04,High
L32176,0.01,High
L32177,0.06,High
L32178,0.18,Medium
L32179,0.1,High
L32180,0.06,High
L32181,0.11,High
L32182,0.1,Medium
L32183,0.11,Low
L32184,0.04,High
L32185,0.03,High
L32186,0.1,Medium
L32187,0.18,High
L32188,0.1,High
L32189,0.08,High
L32190,0.06,High
L32191,0.03,High
L32192,0.04,Medium
L32193,0.03,High
L32194,0.06,High
L32195,0.11,High
L32196,0.13,High
L32197,0.07,High
L32198,0.03,High
L32199,0.08,Medium
L32200,0.1,High
L32201,0.07,High
L32202,0.01,Low
L32203,0.11,High
L32204,0.06,High
L32205,0.1,High
L32206,0.16,High
L32207,0.13,Medium
L32208,0.11,High
L32209,0.01,High
L32210,0.18,High
L32211,0.04,High
L32212,0.18,High
L32213,0.04,High
L32214,0.07,High
L32215,0.13,High
L32216,0.03,High
L32217,0.1,Low
L32218,0.01,High
L32219,0.03,High
L32220,0.13,Medium
L32221,0.07,Medium
L32222,0.03,High
L32223,0.13,High
L32224,0.07,High
L32225,0.11,High
L32226,0.06,High
L32227,0.07,High
L32228,0.03,Medium
L32229,0.01,High
L32230,0.01,High
L32231,0.08,High
L32232,0.16,High
L32233,0.03,High
L32234,0.07,Medium
L32235,0.1,Medium
L32236,0.1,High
L32237,0.07,High
L32238,0.18,Medium
L32239,0.03,High
L32240,0.1,High
L32241,0.18,High
L32242,0.18,High
L32243,0.1,High
