Location_ID,Distance,Priority,Assigned_Agent
L22082,0.13,Medium,Agent_A
L22105,0.13,Medium,Agent_B
L22150,0.13,Medium,Agent_C
L22237,0.13,Medium,Agent_A
L22377,0.13,Medium,Agent_B
L22569,0.13,Medium,Agent_C
L22587,0.13,Medium,Agent_A
L22659,0.13,Medium,Agent_B
L22923,0.13,Medium,Agent_C
L23020,0.13,Medium,Agent_A
L23030,0.13,Medium,Agent_B
L23071,0.13,Medium,Agent_C
L23145,0.13,Medium,Agent_A
L23213,0.13,Medium,Agent_B
L23227,0.13,Medium,Agent_C
L23365,0.13,Medium,Agent_A
L23367,0.13,Medium,Agent_B
L23480,0.13,Medium,Agent_C
L23556,0.13,Medium,Agent_A
L23583,0.13,Medium,Agent_B
L23612,0.13,Medium,Agent_C
L23664,0.13,Medium,Agent_A
L23675,0.13,Medium,Agent_B
L23767,0.13,Medium,Agent_C
L23795,0.13,Medium,Agent_A
L23905,0.13,Medium,Agent_B
L24108,0.13,Medium,Agent_C
L24144,0.13,Medium,Agent_A
L24195,0.13,Medium,Agent_B
L24276,0.13,Medium,Agent_C
L24333,0.13,Medium,Agent_A
L24377,0.13,Medium,Agent_B
L24501,0.13,Medium,Agent_C
L24528,0.13,Medium,Agent_A
L24554,0.13,Medium,Agent_B
L24566,0.13,Medium,Agent_C
L24570,0.13,Medium,Agent_A
L24571,0.13,Medium,Agent_B
L24596,0.13,Medium,Agent_C
L24761,0.13,Medium,Agent_A
L24769,0.13,Medium,Agent_B
L24803,0.13,Medium,Agent_C
L24867,0.13,Medium,Agent_A
L24903,0.13,Medium,Agent_B
L24935,0.13,Medium,Agent_C
L24964,0.13,Medium,Agent_A
L24997,0.13,Medium,Agent_B
L25154,0.13,Medium,Agent_C
L25197,0.13,Medium,Agent_A
L25344,0.13,Medium,Agent_B
L25442,0.13,Medium,Agent_C
L25448,0.13,Medium,Agent_A
L25461,0.13,Medium,Agent_B
L25501,0.13,Medium,Agent_C
L25560,0.13,Medium,Agent_A
L25610,0.13,Medium,Agent_B
L25613,0.13,Medium,Agent_C
L25974,0.13,Medium,Agent_A
L26005,0.13,Medium,Agent_B
L26007,0.13,Medium,Agent_C
L26125,0.13,Medium,Agent_A
L26201,0.13,Medium,Agent_B
L26207,0.13,Medium,Agent_C
L26222,0.13,Medium,Agent_A
L26249,0.13,Medium,Agent_B
L26294,0.13,Medium,Agent_C
L26298,0.13,Medium,Agent_A
L26374,0.13,Medium,Agent_B
L26386,0.13,Medium,Agent_C
L26442,0.13,Medium,Agent_A
L26505,0.13,Medium,Agent_B
L26586,0.13,Medium,Agent_C
L26604,0.13,Medium,Agent_A
L26776,0.13,Medium,Agent_B
L26944,0.13,Medium,Agent_C
L27111,0.13,Medium,Agent_A
L27130,0.13,Medium,Agent_B
L27142,0.13,Medium,Agent_C
L27206,0.13,Medium,Agent_A
L27216,0.13,Medium,Agent_B
L27269,0.13,Medium,Agent_C
L27292,0.13,Medium,Agent_A
L27346,0.13,Medium,Agent_B
L27665,0.13,Medium,Agent_C
L28015,0.13,Medium,Agent_A
L28055,0.13,Medium,Agent_B
L28127,0.13,Medium,Agent_C
L28161,0.13,Medium,Agent_A
L28256,0.13,Medium,Agent_B
L28451,0.13,Medium,Agent_C
L28506,0.13,Medium,Agent_A
L28701,0.13,Medium,Agent_B
L28761,0.13,Medium,Agent_C
L28776,0.13,Medium,Agent_A
L28777,0.13,Medium,Agent_B
L28944,0.13,Medium,Agent_C
L28998,0.13,Medium,Agent_A
L29040,0.13,Medium,Agent_B
L29044,0.13,Medium,Agent_C
L29060,0.13,Medium,Agent_A
L29191,0.13,Medium,Agent_B
L29317,0.13,Medium,Agent_C
L29395,0.13,Medium,Agent_A
L29479,0.13,Medium,Agent_B
L29485,0.13,Medium,Agent_C
L29553,0.13,Medium,Agent_A
L29733,0.13,Medium,Agent_B
L29784,0.13,Medium,Agent_C
L29881,0.13,Medium,Agent_A
L29911,0.13,Medium,Agent_B
L29926,0.13,Medium,Agent_C
L29928,0.13,Medium,Agent_A
L30177,0.13,Medium,Agent_B
L30475,0.13,Medium,Agent_C
L30516,0.13,Medium,Agent_A
L30583,0.13,Medium,Agent_B
L30656,0.13,Medium,Agent_C
L30683,0.13,Medium,Agent_A
L30694,0.13,Medium,Agent_B
L30698,0.13,Medium,Agent_C
L30701,0.13,Medium,Agent_A
L30743,0.13,Medium,Agent_B
L30825,0.13,Medium,Agent_C
L30845,0.13,Medium,Agent_A
L30903,0.13,Medium,Agent_B
L30937,0.13,Medium,Agent_C
L30946,0.13,Medium,Agent_A
L31227,0.13,Medium,Agent_B
L31417,0.13,Medium,Agent_C
L31576,0.13,Medium,Agent_A
L31580,0.13,Medium,Agent_B
L31666,0.13,Medium,Agent_C
L31812,0.13,Medium,Agent_A
L31886,0.13,Medium,Agent_B
L31891,0.13,Medium,Agent_C
L31906,0.13,Medium,Agent_A
L31910,0.13,Medium,Agent_B
L32006,0.13,Medium,Agent_C
L32017,0.13,Medium,Agent_A
L32044,0.13,Medium,Agent_B
L32059,0.13,Medium,Agent_C
L32207,0.13,Medium,Agent_A
L32220,0.13,Medium,Agent_B
L32286,0.13,Medium,Agent_C
L32510,0.13,Medium,Agent_A
L32546,0.13,Medium,Agent_B
L32555,0.13,Medium,Agent_C
L32703,0.13,Medium,Agent_A
L32705,0.13,Medium,Agent_B
L32822,0.13,Medium,Agent_C
L32916,0.13,Medium,Agent_A
L32924,0.13,Medium,Agent_B
L33049,0.13,Medium,Agent_C
L33081,0.13,Medium,Agent_A
L33095,0.13,Medium,Agent_B
L33142,0.13,Medium,Agent_C
L33247,0.13,Medium,Agent_A
L33281,0.13,Medium,Agent_B
L33338,0.13,Medium,Agent_C
L33439,0.13,Medium,Agent_A
L33472,0.13,Medium,Agent_B
L33708,0.13,Medium,Agent_C
L33759,0.13,Medium,Agent_A
L33883,0.13,Medium,Agent_B
L33973,0.13,Medium,Agent_C
L34132,0.13,Medium,Agent_A
L34248,0.13,Medium,Agent_B
L34249,0.13,Medium,Agent_C
L34252,0.13,Medium,Agent_A
L34368,0.13,Medium,Agent_B
L34424,0.13,Medium,Agent_C
L34465,0.13,Medium,Agent_A
L34578,0.13,Medium,Agent_B
L34600,0.13,Medium,Agent_C
L34618,0.13,Medium,Agent_A
L34719,0.13,Medium,Agent_B
L34770,0.13,Medium,Agent_C
L34776,0.13,Medium,Agent_A
L35052,0.13,Medium,Agent_B
L35064,0.13,Medium,Agent_C
L35071,0.13,Medium,Agent_A
L35150,0.13,Medium,Agent_B
L35268,0.13,Medium,Agent_C
L35273,0.13,Medium,Agent_A
L35346,0.13,Medium,Agent_B
L35370,0.13,Medium,Agent_C
L35576,0.13,Medium,Agent_A
L35622,0.13,Medium,Agent_B
L35706,0.13,Medium,Agent_C
L35824,0.13,Medium,Agent_A
L35838,0.13,Medium,Agent_B
L35944,0.13,Medium,Agent_C
L36088,0.13,Medium,Agent_A
L36284,0.13,Medium,Agent_B
L36322,0.13,Medium,Agent_C
L36399,0.13,Medium,Agent_A
L36427,0.13,Medium,Agent_B
L36439,0.13,Medium,Agent_C
L36634,0.13,Medium,Agent_A
L36643,0.13,Medium,Agent_B
L36720,0.13,Medium,Agent_C
L36764,0.13,Medium,Agent_A
L36891,0.13,Medium,Agent_B
L36911,0.13,Medium,Agent_C
L36967,0.13,Medium,Agent_A
L37053,0.13,Medium,Agent_B
L37097,0.13,Medium,Agent_C
L37145,0.13,Medium,Agent_A
L37148,0.13,Medium,Agent_B
L37240,0.13,Medium,Agent_C
L37251,0.13,Medium,Agent_A
L37349,0.13,Medium,Agent_B
L37493,0.13,Medium,Agent_C
L37568,0.13,Medium,Agent_A
L37577,0.13,Medium,Agent_B
L37735,0.13,Medium,Agent_C
L37771,0.13,Medium,Agent_A
L37777,0.13,Medium,Agent_B
L37798,0.13,Medium,Agent_C
L37869,0.13,Medium,Agent_A
L38026,0.13,Medium,Agent_B
L38127,0.13,Medium,Agent_C
L38222,0.13,Medium,Agent_A
L38259,0.13,Medium,Agent_B
L38261,0.13,Medium,Agent_C
L38321,0.13,Medium,Agent_A
L38344,0.13,Medium,Agent_B
L38368,0.13,Medium,Agent_C
L38391,0.13,Medium,Agent_A
L38412,0.13,Medium,Agent_B
L38436,0.13,Medium,Agent_C
L38638,0.13,Medium,Agent_A
L38933,0.13,Medium,Agent_B
L38934,0.13,Medium,Agent_C
L38937,0.13,Medium,Agent_A
L38994,0.13,Medium,Agent_B
L39036,0.13,Medium,Agent_C
L39207,0.13,Medium,Agent_A
L39328,0.13,Medium,Agent_B
L39329,0.13,Medium,Agent_C
L39682,0.13,Medium,Agent_A
L39710,0.13,Medium,Agent_B
L39733,0.13,Medium,Agent_C
L39772,0.13,Medium,Agent_A
L39800,0.13,Medium,Agent_B
L39836,0.13,Medium,Agent_C
L39910,0.13,Medium,Agent_A
L39917,0.13,Medium,Agent_B
L39932,0.13,Medium,Agent_C
L40001,0.13,Medium,Agent_A
L40324,0.13,Medium,Agent_B
L40448,0.13,Medium,Agent_C
L40524,0.13,Medium,Agent_A
L40571,0.13,Medium,Agent_B
L40582,0.13,Medium,Agent_C
L40661,0.13,Medium,Agent_A
L40683,0.13,Medium,Agent_B
L40724,0.13,Medium,Agent_C
L40786,0.13,Medium,Agent_A
L40829,0.13,Medium,Agent_B
L40843,0.13,Medium,Agent_C
L41027,0.13,Medium,Agent_A
L41057,0.13,Medium,Agent_B
L41124,0.13,Medium,Agent_C
L41306,0.13,Medium,Agent_A
L41347,0.13,Medium,Agent_B
L41364,0.13,Medium,Agent_C
L41476,0.13,Medium,Agent_A
L41518,0.13,Medium,Agent_B
L41624,0.13,Medium,Agent_C
L41662,0.13,Medium,Agent_A
L41671,0.13,Medium,Agent_B
L41678,0.13,Medium,Agent_C
L41773,0.13,Medium,Agent_A
L41791,0.13,Medium,Agent_B
L41819,0.13,Medium,Agent_C
L41936,0.13,Medium,Agent_A
L41994,0.13,Medium,Agent_B
L41999,0.13,Medium,Agent_C
L42144,0.13,Medium,Agent_A
L42177,0.13,Medium,Agent_B
L42645,0.13,Medium,Agent_C
L42767,0.13,Medium,Agent_A
L42927,0.13,Medium,Agent_B
L43006,0.13,Medium,Agent_C
L43131,0.13,Medium,Agent_A
L43159,0.13,Medium,Agent_B
L43252,0.13,Medium,Agent_C
L43314,0.13,Medium,Agent_A
L43367,0.13,Medium,Agent_B
L43402,0.13,Medium,Agent_C
L43438,0.13,Medium,Agent_A
L43543,0.13,Medium,Agent_B
L17,0.16,Medium,Agent_C
L81,0.16,Medium,Agent_A
L89,0.16,Medium,Agent_B
L119,0.16,Medium,Agent_C
L138,0.16,Medium,Agent_A
L259,0.16,Medium,Agent_B
L277,0.16,Medium,Agent_C
L324,0.16,Medium,Agent_A
L377,0.16,Medium,Agent_B
L552,0.16,Medium,Agent_C
L567,0.16,Medium,Agent_A
L578,0.16,Medium,Agent_B
L586,0.16,Medium,Agent_C
L598,0.16,Medium,Agent_A
L638,0.16,Medium,Agent_B
L893,0.16,Medium,Agent_C
L914,0.16,Medium,Agent_A
L916,0.16,Medium,Agent_B
L924,0.16,Medium,Agent_C
L1026,0.16,Medium,Agent_A
L1048,0.16,Medium,Agent_B
L1089,0.16,Medium,Agent_C
L1127,0.16,Medium,Agent_A
L1204,0.16,Medium,Agent_B
L1304,0.16,Medium,Agent_C
L1374,0.16,Medium,Agent_A
L1412,0.16,Medium,Agent_B
L1467,0.16,Medium,Agent_C
L1689,0.16,Medium,Agent_A
L1742,0.16,Medium,Agent_B
L1775,0.16,Medium,Agent_C
L1922,0.16,Medium,Agent_A
L1935,0.16,Medium,Agent_B
L1948,0.16,Medium,Agent_C
L2086,0.16,Medium,Agent_A
L2176,0.16,Medium,Agent_B
L2361,0.16,Medium,Agent_C
L2374,0.16,Medium,Agent_A
L2395,0.16,Medium,Agent_B
L2447,0.16,Medium,Agent_C
L2468,0.16,Medium,Agent_A
L2475,0.16,Medium,Agent_B
L2545,0.16,Medium,Agent_C
L2557,0.16,Medium,Agent_A
L2582,0.16,Medium,Agent_B
L2619,0.16,Medium,Agent_C
L2690,0.16,Medium,Agent_A
L2717,0.16,Medium,Agent_B
L2786,0.16,Medium,Agent_C
L2791,0.16,Medium,Agent_A
L2895,0.16,Medium,Agent_B
L2911,0.16,Medium,Agent_C
L2941,0.16,Medium,Agent_A
L3089,0.16,Medium,Agent_B
L3184,0.16,Medium,Agent_C
L3243,0.16,Medium,Agent_A
L3256,0.16,Medium,Agent_B
L3289,0.16,Medium,Agent_C
L3335,0.16,Medium,Agent_A
L3393,0.16,Medium,Agent_B
L3402,0.16,Medium,Agent_C
L3414,0.16,Medium,Agent_A
L3519,0.16,Medium,Agent_B
L3541,0.16,Medium,Agent_C
L3575,0.16,Medium,Agent_A
L3601,0.16,Medium,Agent_B
L3735,0.16,Medium,Agent_C
L3793,0.16,Medium,Agent_A
L4050,0.16,Medium,Agent_B
L4068,0.16,Medium,Agent_C
L4154,0.16,Medium,Agent_A
L4202,0.16,Medium,Agent_B
L4361,0.16,Medium,Agent_C
L4447,0.16,Medium,Agent_A
L4461,0.16,Medium,Agent_B
L4495,0.16,Medium,Agent_C
L4525,0.16,Medium,Agent_A
L4581,0.16,Medium,Agent_B
L4672,0.16,Medium,Agent_C
L4689,0.16,Medium,Agent_A
L4732,0.16,Medium,Agent_B
L4741,0.16,Medium,Agent_C
L5032,0.16,Medium,Agent_A
L5039,0.16,Medium,Agent_B
L5045,0.16,Medium,Agent_C
L5085,0.16,Medium,Agent_A
L5125,0.16,Medium,Agent_B
L5140,0.16,Medium,Agent_C
L5209,0.16,Medium,Agent_A
L5276,0.16,Medium,Agent_B
L5282,0.16,Medium,Agent_C
L5346,0.16,Medium,Agent_A
L5378,0.16,Medium,Agent_B
L5391,0.16,Medium,Agent_C
L5393,0.16,Medium,Agent_A
L5428,0.16,Medium,Agent_B
L5430,0.16,Medium,Agent_C
L5440,0.16,Medium,Agent_A
L5585,0.16,Medium,Agent_B
L5590,0.16,Medium,Agent_C
L5613,0.16,Medium,Agent_A
L5691,0.16,Medium,Agent_B
L5737,0.16,Medium,Agent_C
L5772,0.16,Medium,Agent_A
L5801,0.16,Medium,Agent_B
L5809,0.16,Medium,Agent_C
L5843,0.16,Medium,Agent_A
L5859,0.16,Medium,Agent_B
L5891,0.16,Medium,Agent_C
L5911,0.16,Medium,Agent_A
L5932,0.16,Medium,Agent_B
L5939,0.16,Medium,Agent_C
L5994,0.16,Medium,Agent_A
L6084,0.16,Medium,Agent_B
L6144,0.16,Medium,Agent_C
L6151,0.16,Medium,Agent_A
L6158,0.16,Medium,Agent_B
L6186,0.16,Medium,Agent_C
L6268,0.16,Medium,Agent_A
L6374,0.16,Medium,Agent_B
L6378,0.16,Medium,Agent_C
L6401,0.16,Medium,Agent_A
L6489,0.16,Medium,Agent_B
L6529,0.16,Medium,Agent_C
L6561,0.16,Medium,Agent_A
L6579,0.16,Medium,Agent_B
L6706,0.16,Medium,Agent_C
L6782,0.16,Medium,Agent_A
L6869,0.16,Medium,Agent_B
L6977,0.16,Medium,Agent_C
L7025,0.16,Medium,Agent_A
L7085,0.16,Medium,Agent_B
L7097,0.16,Medium,Agent_C
L7116,0.16,Medium,Agent_A
L7119,0.16,Medium,Agent_B
L7278,0.16,Medium,Agent_C
L7371,0.16,Medium,Agent_A
L7459,0.16,Medium,Agent_B
L7565,0.16,Medium,Agent_C
L7568,0.16,Medium,Agent_A
L7643,0.16,Medium,Agent_B
L7695,0.16,Medium,Agent_C
L7759,0.16,Medium,Agent_A
L7792,0.16,Medium,Agent_B
L7811,0.16,Medium,Agent_C
L7812,0.16,Medium,Agent_A
L7931,0.16,Medium,Agent_B
L7934,0.16,Medium,Agent_C
L7985,0.16,Medium,Agent_A
L8036,0.16,Medium,Agent_B
L8086,0.16,Medium,Agent_C
L8114,0.16,Medium,Agent_A
L8119,0.16,Medium,Agent_B
L8153,0.16,Medium,Agent_C
L8159,0.16,Medium,Agent_A
L8232,0.16,Medium,Agent_B
L8370,0.16,Medium,Agent_C
L8378,0.16,Medium,Agent_A
L8413,0.16,Medium,Agent_B
L8472,0.16,Medium,Agent_C
L8553,0.16,Medium,Agent_A
L8819,0.16,Medium,Agent_B
L8886,0.16,Medium,Agent_C
L8957,0.16,Medium,Agent_A
L8988,0.16,Medium,Agent_B
L9003,0.16,Medium,Agent_C
L9010,0.16,Medium,Agent_A
L9086,0.16,Medium,Agent_B
L9108,0.16,Medium,Agent_C
L9122,0.16,Medium,Agent_A
L9149,0.16,Medium,Agent_B
L9190,0.16,Medium,Agent_C
L9248,0.16,Medium,Agent_A
L9251,0.16,Medium,Agent_B
L9270,0.16,Medium,Agent_C
L9394,0.16,Medium,Agent_A
L9411,0.16,Medium,Agent_B
L9459,0.16,Medium,Agent_C
L9592,0.16,Medium,Agent_A
L9606,0.16,Medium,Agent_B
L9828,0.16,Medium,Agent_C
L9857,0.16,Medium,Agent_A
L9894,0.16,Medium,Agent_B
L9924,0.16,Medium,Agent_C
L9972,0.16,Medium,Agent_A
L10103,0.16,Medium,Agent_B
L10137,0.16,Medium,Agent_C
L10211,0.16,Medium,Agent_A
L10525,0.16,Medium,Agent_B
L10590,0.16,Medium,Agent_C
L10659,0.16,Medium,Agent_A
L10722,0.16,Medium,Agent_B
L10815,0.16,Medium,Agent_C
L11019,0.16,Medium,Agent_A
L11035,0.16,Medium,Agent_B
L11247,0.16,Medium,Agent_C
L11262,0.16,Medium,Agent_A
L11284,0.16,Medium,Agent_B
L11379,0.16,Medium,Agent_C
L11499,0.16,Medium,Agent_A
L11508,0.16,Medium,Agent_B
L11630,0.16,Medium,Agent_C
L11841,0.16,Medium,Agent_A
L11936,0.16,Medium,Agent_B
L12007,0.16,Medium,Agent_C
L12145,0.16,Medium,Agent_A
L12214,0.16,Medium,Agent_B
L12333,0.16,Medium,Agent_C
L12389,0.16,Medium,Agent_A
L12406,0.16,Medium,Agent_B
L12679,0.16,Medium,Agent_C
L12734,0.16,Medium,Agent_A
L12863,0.16,Medium,Agent_B
L12891,0.16,Medium,Agent_C
L12942,0.16,Medium,Agent_A
L12984,0.16,Medium,Agent_B
L13012,0.16,Medium,Agent_C
L13153,0.16,Medium,Agent_A
L13276,0.16,Medium,Agent_B
L13400,0.16,Medium,Agent_C
L13444,0.16,Medium,Agent_A
L13447,0.16,Medium,Agent_B
L13515,0.16,Medium,Agent_C
L13524,0.16,Medium,Agent_A
L13535,0.16,Medium,Agent_B
L13688,0.16,Medium,Agent_C
L13690,0.16,Medium,Agent_A
L13769,0.16,Medium,Agent_B
L13790,0.16,Medium,Agent_C
L13956,0.16,Medium,Agent_A
L14013,0.16,Medium,Agent_B
L14018,0.16,Medium,Agent_C
L14131,0.16,Medium,Agent_A
L14217,0.16,Medium,Agent_B
L14233,0.16,Medium,Agent_C
L14269,0.16,Medium,Agent_A
L14295,0.16,Medium,Agent_B
L14423,0.16,Medium,Agent_C
L14439,0.16,Medium,Agent_A
L14454,0.16,Medium,Agent_B
L14475,0.16,Medium,Agent_C
L14488,0.16,Medium,Agent_A
L14531,0.16,Medium,Agent_B
L14837,0.16,Medium,Agent_C
L15006,0.16,Medium,Agent_A
L15259,0.16,Medium,Agent_B
L15391,0.16,Medium,Agent_C
L15467,0.16,Medium,Agent_A
L15526,0.16,Medium,Agent_B
L15657,0.16,Medium,Agent_C
L15718,0.16,Medium,Agent_A
L15764,0.16,Medium,Agent_B
L15775,0.16,Medium,Agent_C
L15837,0.16,Medium,Agent_A
L15893,0.16,Medium,Agent_B
L15944,0.16,Medium,Agent_C
L16003,0.16,Medium,Agent_A
L16104,0.16,Medium,Agent_B
L16177,0.16,Medium,Agent_C
L16324,0.16,Medium,Agent_A
L16443,0.16,Medium,Agent_B
L16511,0.16,Medium,Agent_C
L16590,0.16,Medium,Agent_A
L16613,0.16,Medium,Agent_B
L16683,0.16,Medium,Agent_C
L16695,0.16,Medium,Agent_A
L16697,0.16,Medium,Agent_B
L16770,0.16,Medium,Agent_C
L16860,0.16,Medium,Agent_A
L16962,0.16,Medium,Agent_B
L16985,0.16,Medium,Agent_C
L17115,0.16,Medium,Agent_A
L17149,0.16,Medium,Agent_B
L17183,0.16,Medium,Agent_C
L17267,0.16,Medium,Agent_A
L17279,0.16,Medium,Agent_B
L17395,0.16,Medium,Agent_C
L17452,0.16,Medium,Agent_A
L17489,0.16,Medium,Agent_B
L17583,0.16,Medium,Agent_C
L17585,0.16,Medium,Agent_A
L17638,0.16,Medium,Agent_B
L17699,0.16,Medium,Agent_C
L17913,0.16,Medium,Agent_A
L18034,0.16,Medium,Agent_B
L18107,0.16,Medium,Agent_C
L18198,0.16,Medium,Agent_A
L18208,0.16,Medium,Agent_B
L18217,0.16,Medium,Agent_C
L18379,0.16,Medium,Agent_A
L18402,0.16,Medium,Agent_B
L18414,0.16,Medium,Agent_C
L18530,0.16,Medium,Agent_A
L18571,0.16,Medium,Agent_B
L18574,0.16,Medium,Agent_C
L18669,0.16,Medium,Agent_A
L18704,0.16,Medium,Agent_B
L18820,0.16,Medium,Agent_C
L18842,0.16,Medium,Agent_A
L18897,0.16,Medium,Agent_B
L18943,0.16,Medium,Agent_C
L18981,0.16,Medium,Agent_A
L18990,0.16,Medium,Agent_B
L18993,0.16,Medium,Agent_C
L19074,0.16,Medium,Agent_A
L19097,0.16,Medium,Agent_B
L19131,0.16,Medium,Agent_C
L19137,0.16,Medium,Agent_A
L19259,0.16,Medium,Agent_B
L19275,0.16,Medium,Agent_C
L19293,0.16,Medium,Agent_A
L19371,0.16,Medium,Agent_B
L19377,0.16,Medium,Agent_C
L19378,0.16,Medium,Agent_A
L19391,0.16,Medium,Agent_B
L19442,0.16,Medium,Agent_C
L19551,0.16,Medium,Agent_A
L19555,0.16,Medium,Agent_B
L19719,0.16,Medium,Agent_C
L19774,0.16,Medium,Agent_A
L19832,0.16,Medium,Agent_B
L19836,0.16,Medium,Agent_C
L20027,0.16,Medium,Agent_A
L20043,0.16,Medium,Agent_B
L20051,0.16,Medium,Agent_C
L20129,0.16,Medium,Agent_A
L20196,0.16,Medium,Agent_B
L20311,0.16,Medium,Agent_C
L20353,0.16,Medium,Agent_A
L20385,0.16,Medium,Agent_B
L20393,0.16,Medium,Agent_C
L20432,0.16,Medium,Agent_A
L20436,0.16,Medium,Agent_B
L20453,0.16,Medium,Agent_C
L20494,0.16,Medium,Agent_A
L20595,0.16,Medium,Agent_B
L20613,0.16,Medium,Agent_C
L20726,0.16,Medium,Agent_A
L20737,0.16,Medium,Agent_B
L20861,0.16,Medium,Agent_C
L20870,0.16,Medium,Agent_A
L20948,0.16,Medium,Agent_B
L20982,0.16,Medium,Agent_C
L21036,0.16,Medium,Agent_A
L21042,0.16,Medium,Agent_B
L21046,0.16,Medium,Agent_C
L21072,0.16,Medium,Agent_A
L21073,0.16,Medium,Agent_B
L21086,0.16,Medium,Agent_C
L21149,0.16,Medium,Agent_A
L21173,0.16,Medium,Agent_B
L21180,0.16,Medium,Agent_C
L21210,0.16,Medium,Agent_A
L21244,0.16,Medium,Agent_B
L21345,0.16,Medium,Agent_C
L21595,0.16,Medium,Agent_A
L21694,0.16,Medium,Agent_B
L21854,0.16,Medium,Agent_C
L22080,0.16,Medium,Agent_A
L22180,0.16,Medium,Agent_B
L22276,0.16,Medium,Agent_C
L22282,0.16,Medium,Agent_A
L22293,0.16,Medium,Agent_B
L22429,0.16,Medium,Agent_C
L22442,0.16,Medium,Agent_A
L22589,0.16,Medium,Agent_B
L22602,0.16,Medium,Agent_C
L22637,0.16,Medium,Agent_A
L22661,0.16,Medium,Agent_B
L22734,0.16,Medium,Agent_C
L22898,0.16,Medium,Agent_A
L22907,0.16,Medium,Agent_B
L22917,0.16,Medium,Agent_C
L22991,0.16,Medium,Agent_A
L23007,0.16,Medium,Agent_B
L23060,0.16,Medium,Agent_C
L23260,0.16,Medium,Agent_A
L23282,0.16,Medium,Agent_B
L23291,0.16,Medium,Agent_C
L23321,0.16,Medium,Agent_A
L23436,0.16,Medium,Agent_B
L23463,0.16,Medium,Agent_C
L23563,0.16,Medium,Agent_A
L23604,0.16,Medium,Agent_B
L23688,0.16,Medium,Agent_C
L23705,0.16,Medium,Agent_A
L23881,0.16,Medium,Agent_B
L24028,0.16,Medium,Agent_C
L24137,0.16,Medium,Agent_A
L24235,0.16,Medium,Agent_B
L24481,0.16,Medium,Agent_C
L24494,0.16,Medium,Agent_A
L24568,0.16,Medium,Agent_B
L24839,0.16,Medium,Agent_C
L24885,0.16,Medium,Agent_A
L24921,0.16,Medium,Agent_B
L24945,0.16,Medium,Agent_C
L24957,0.16,Medium,Agent_A
L25049,0.16,Medium,Agent_B
L25055,0.16,Medium,Agent_C
L25082,0.16,Medium,Agent_A
L25106,0.16,Medium,Agent_B
L25141,0.16,Medium,Agent_C
L25209,0.16,Medium,Agent_A
L25263,0.16,Medium,Agent_B
L25303,0.16,Medium,Agent_C
L25332,0.16,Medium,Agent_A
L25385,0.16,Medium,Agent_B
L25386,0.16,Medium,Agent_C
L25476,0.16,Medium,Agent_A
L25521,0.16,Medium,Agent_B
L25530,0.16,Medium,Agent_C
L25545,0.16,Medium,Agent_A
L25682,0.16,Medium,Agent_B
L25683,0.16,Medium,Agent_C
L25782,0.16,Medium,Agent_A
L25820,0.16,Medium,Agent_B
L25841,0.16,Medium,Agent_C
L25904,0.16,Medium,Agent_A
L25929,0.16,Medium,Agent_B
L25930,0.16,Medium,Agent_C
L26069,0.16,Medium,Agent_A
L26109,0.16,Medium,Agent_B
L26238,0.16,Medium,Agent_C
L26276,0.16,Medium,Agent_A
L26283,0.16,Medium,Agent_B
L26362,0.16,Medium,Agent_C
L26481,0.16,Medium,Agent_A
L26486,0.16,Medium,Agent_B
L26489,0.16,Medium,Agent_C
L26497,0.16,Medium,Agent_A
L26519,0.16,Medium,Agent_B
L26612,0.16,Medium,Agent_C
L26620,0.16,Medium,Agent_A
L26662,0.16,Medium,Agent_B
L26664,0.16,Medium,Agent_C
L26861,0.16,Medium,Agent_A
L26930,0.16,Medium,Agent_B
L26951,0.16,Medium,Agent_C
L26960,0.16,Medium,Agent_A
L26967,0.16,Medium,Agent_B
L27039,0.16,Medium,Agent_C
L27102,0.16,Medium,Agent_A
L27103,0.16,Medium,Agent_B
L27153,0.16,Medium,Agent_C
L27240,0.16,Medium,Agent_A
L27253,0.16,Medium,Agent_B
L27285,0.16,Medium,Agent_C
L27563,0.16,Medium,Agent_A
L27600,0.16,Medium,Agent_B
L27669,0.16,Medium,Agent_C
L27694,0.16,Medium,Agent_A
L27716,0.16,Medium,Agent_B
L27771,0.16,Medium,Agent_C
L27850,0.16,Medium,Agent_A
L27890,0.16,Medium,Agent_B
L27959,0.16,Medium,Agent_C
L27969,0.16,Medium,Agent_A
L28062,0.16,Medium,Agent_B
L28166,0.16,Medium,Agent_C
L28204,0.16,Medium,Agent_A
L28213,0.16,Medium,Agent_B
L28234,0.16,Medium,Agent_C
L28253,0.16,Medium,Agent_A
L28356,0.16,Medium,Agent_B
L28357,0.16,Medium,Agent_C
L28371,0.16,Medium,Agent_A
L28412,0.16,Medium,Agent_B
L28469,0.16,Medium,Agent_C
L28504,0.16,Medium,Agent_A
L28560,0.16,Medium,Agent_B
L28561,0.16,Medium,Agent_C
L28814,0.16,Medium,Agent_A
L28854,0.16,Medium,Agent_B
L29125,0.16,Medium,Agent_C
L29153,0.16,Medium,Agent_A
L29179,0.16,Medium,Agent_B
L29302,0.16,Medium,Agent_C
L29473,0.16,Medium,Agent_A
L29549,0.16,Medium,Agent_B
L29611,0.16,Medium,Agent_C
L29786,0.16,Medium,Agent_A
L29812,0.16,Medium,Agent_B
L29867,0.16,Medium,Agent_C
